SG_IES,DS_CATEGORIA_ADM,SG_UF_CAMPUS,DS_REGIAO_CAMPUS,NO_MUNICIPIO_CAMPUS,NO_CURSO,DS_GRAU,DS_TURNO,QT_VAGAS_CONCORRENCIA,QT_INSCRICAO,CI,IGC,POP,HIERARQUIA_URBANA,COD_HIERARQUIA_URBANA,GRUPO_HIERARQUIA_URBANA,IA,IA_Q5,NU_NOTACORTE,curso_smoothed
UFPE,Pública Federal,PE,Nordeste,Recife,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Noturno,50,405.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,642.16,625.3084373191754
UFPE,Pública Federal,PE,Nordeste,Recife,CIÊNCIAS ECONÔMICAS,Bacharelado,Matutino,30,165.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,711.04,662.5125856707309
UFPE,Pública Federal,PE,Nordeste,Recife,CIÊNCIAS SOCIAIS,Licenciatura,Noturno,30,151.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,636.37,628.3219411685319
UFPE,Pública Federal,PE,Nordeste,Recife,FISIOTERAPIA,Bacharelado,Integral,33,720.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,712.14,676.0931576868179
UFPE,Pública Federal,PE,Nordeste,Recife,DIREITO,Bacharelado,Matutino,50,478.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,755.28,708.4452260678966
UFPE,Pública Federal,PE,Nordeste,Recife,"RÁDIO, TV E INTERNET",Bacharelado,Matutino,15,144.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,677.53,646.2488079728469
UFPE,Pública Federal,PE,Nordeste,Recife,ENGENHARIA DE PRODUÇÃO,Bacharelado,Integral,20,71.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,706.15,657.0309190040646
UFPE,Pública Federal,PE,Nordeste,Recife,GEOLOGIA,Bacharelado,Integral,20,123.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,589.92,636.8784059515617
UFPE,Pública Federal,PE,Nordeste,Recife,PUBLICIDADE E PROPAGANDA,Bacharelado,Matutino,22,366.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,705.91,652.1535054671335
UFPE,Pública Federal,PE,Nordeste,Recife,ARQUITETURA E URBANISMO,Bacharelado,Integral,50,684.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,678.18,680.6231631191843
UFPE,Pública Federal,PE,Nordeste,Recife,CIÊNCIAS CONTÁBEIS,Bacharelado,Noturno,50,120.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,665.72,645.2136391619567
UFPE,Pública Federal,PE,Nordeste,Recife,FÍSICA,Licenciatura,Noturno,15,40.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,625.63,608.4023307273512
UFPE,Pública Federal,PE,Nordeste,Recife,MUSEOLOGIA,Bacharelado,Noturno,15,77.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,621.56,635.5096261703368
UFPE,Pública Federal,PE,Nordeste,Recife,ADMINISTRAÇÃO,Bacharelado,Matutino,50,300.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,686.55,645.2301384306802
UFPE,Pública Federal,PE,Nordeste,Recife,ENGENHARIA DE MINAS,Bacharelado,Integral,25,117.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,598.54,633.9013357317059
UFPE,Pública Federal,PE,Nordeste,Recife,ODONTOLOGIA,Bacharelado,Integral,50,829.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,746.29,693.9886464017679
UFPE,Pública Federal,PE,Nordeste,Recife,FÍSICA,Bacharelado,Integral,15,37.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,727.98,608.4023307273512
UFPE,Pública Federal,PE,Nordeste,Recife,FILOSOFIA,Licenciatura,Vespertino,20,132.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,605.6,619.3629036427662
UFPE,Pública Federal,PE,Nordeste,Recife,QUÍMICA,Bacharelado,Integral,10,64.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,665.38,604.450563655826
UFPE,Pública Federal,PE,Nordeste,Recife,ENGENHARIA DA COMPUTAÇÃO,Bacharelado,Integral,50,291.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,782.47,662.7385902128964
UFPE,Pública Federal,PE,Nordeste,Recife,OCEANOGRAFIA,Bacharelado,Integral,12,63.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,636.28,646.3576635536997
UFPE,Pública Federal,PE,Nordeste,Recife,PSICOLOGIA,Bacharelado,Integral,40,1105.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,724.72,689.4558581547744
UFPE,Pública Federal,PE,Nordeste,Recife,TERAPIA OCUPACIONAL,Bacharelado,Integral,18,239.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,669.76,651.7125276145588
UFPE,Pública Federal,PE,Nordeste,Vitória de Santo Antão,EDUCAÇÃO FÍSICA,Licenciatura,Vespertino,45,37.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,620.68,639.3321121504057
UFPE,Pública Federal,PE,Nordeste,Vitória de Santo Antão,SAÚDE COLETIVA,Bacharelado,Noturno,30,42.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,633.22,640.3207675829652
UFPE,Pública Federal,PE,Nordeste,Vitória de Santo Antão,ENFERMAGEM,Bacharelado,Integral,30,57.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,724.71,686.4201121504061
UFPE,Pública Federal,PE,Nordeste,Vitória de Santo Antão,CIÊNCIAS BIOLÓGICAS ,Licenciatura,Noturno,45,41.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,660.55,625.3084373191754
UFPE,Pública Federal,PE,Nordeste,Vitória de Santo Antão,NUTRIÇÃO,Bacharelado,Matutino,30,94.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,692.82,673.6080649767703
UFPE,Pública Federal,PE,Nordeste,Vitória de Santo Antão,EDUCAÇÃO FÍSICA,Bacharelado,Matutino,35,38.0,5,4,1488920.0,Metrópole - Integrante de Arranjo Populacional,1C - Integrante de Arranjo Populacional,1,3002145.59898624,2294139.05,649.68,639.3321121504057
UNIVASF,Pública Federal,BA,Nordeste,Juazeiro,ENGENHARIA ELÉTRICA,Bacharelado,Integral,25,21.0,4,4,386791.0,Capital Regional C - Integrante de Arranjo Populacional,2C - Integrante de Arranjo Populacional,2,511833.21542781603,466241.516666667,715.51,656.1843529344504
